id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33000324,7.80,8.50,7.40,-,-,-,8.25,7.25,4.25,7.24,8.5,4.25
33000323,3.80,6.25,5.60,-,-,-,7,6.25,3,5.32,7.0,3.0
33000327,9,7.25,9.40,6.50,5.50,8,-,-,-,7.61,9.4,5.5
33000326,8.40,6.25,8,5.25,5,5.50,-,-,-,6.4,8.4,5.0
33000325,5.20,7.50,7.40,-,-,-,6.50,5.75,3,5.89,7.5,3.0
33000328,5,7.25,5.80,-,-,-,7.25,7,2.25,5.76,7.25,2.25
33000329,3.20,5.50,3.20,-,-,-,7.75,6.75,2.25,4.77,7.75,2.25
33000330,4.40,5.75,7.80,5.25,6.50,5.75,-,-,-,5.91,7.8,4.4
33000331,8.40,8.50,8,-,-,-,8.50,6.50,5.50,7.57,8.5,5.5
33000334,2.60,3.50,5.40,-,-,-,5.50,4.50,2.75,4.04,5.5,2.6
33000335,4.80,5.25,3.60,-,-,-,8.75,6.75,5,5.69,8.75,4.8
33000333,7.80,6,7.60,5.75,7.50,8,-,-,-,7.11,8.0,5.75
33000332,2.60,6,3,-,-,-,6,4.25,3.75,4.27,6.0,2.6
33000336,3,5.75,6.20,-,-,-,6.50,5.50,2.25,4.87,6.5,2.25
33000337,5.60,6.25,7.80,-,-,-,8.50,7.25,5.75,6.86,8.5,5.6
33000338,3,6,3,-,-,-,6,5.50,2.50,4.33,6.0,2.5
33000339,6.60,6,8.40,-,-,-,9.25,6.75,4.50,6.92,9.25,4.5
33000342,5.60,6.50,6.40,-,-,-,6.75,4.75,3.50,5.58,6.75,3.5
33000341,8.40,7.50,8.20,4,8.50,5,-,-,-,6.93,8.5,4.0
33000340,8,6.75,7.40,5,5.50,8.25,-,-,-,6.82,8.25,5.0
33000343,4,4.50,4.20,-,-,-,6.75,5.75,2.25,4.58,6.75,2.25
33000344,4.20,7,6.40,-,-,-,8.50,5.75,2.75,5.77,8.5,2.75
33000346,2,6.75,6.60,-,-,-,5,7,3.50,5.14,7.0,2.0
33000345,8.20,7.75,8.20,-,-,-,9.75,8,5.50,7.9,9.75,5.5
33000347,2.80,3,3,-,-,-,7.25,4,3.75,3.97,7.25,2.8
33000349,9.20,8.25,8.40,-,-,-,8.75,7.50,4.50,7.77,9.2,4.5
33000348,7.40,8.25,8,-,-,-,9.25,8,3,7.32,9.25,3.0
33000351,3.60,6.25,5.40,-,-,-,6.75,4.75,4.25,5.17,6.75,3.6
33000352,4,6.75,5.20,-,-,-,8,7,3,5.66,8.0,3.0
33000350,7.80,6.25,7.60,-,-,-,8.25,6.75,3,6.61,8.25,3.0
33000353,7.20,6.25,6.80,5.25,4.50,3.50,-,-,-,5.58,7.2,3.5
33000354,9.60,9.25,8.60,-,-,-,8.50,7.75,4.25,7.99,9.6,4.25
33000356,4.80,5,5.80,-,-,-,7,5.50,4.75,5.48,7.0,4.75
33000355,3.60,5,1.80,-,-,-,7.25,5.25,2.75,4.27,7.25,2.75
33000357,4.20,5.50,2.40,-,-,-,7,6,2.25,4.56,7.0,2.25
33000358,9.40,9,8.80,-,-,-,9,8,5.25,8.24,9.4,5.25
33000359,5.60,6.75,6.20,-,-,-,8,5.75,2.50,5.8,8.0,2.5
33000362,8.60,6.25,7.80,5.75,7.50,8,-,-,-,7.32,8.6,5.75
33000361,8.40,8,8.20,-,-,-,8.25,8.50,5,7.73,8.5,5.0
33000360,5.40,8.50,7,-,-,-,9.50,7,4,6.9,9.5,4.0
33000363,7.20,6.50,6.40,-,-,-,8,7,2.50,6.27,8.0,2.5
33000364,7,6.50,8,-,-,-,8.50,6.25,4.50,6.79,8.5,4.5
33000366,2.80,6,5.20,-,-,-,7.50,6.25,3.75,5.25,7.5,2.8
33000367,5.40,5.25,6.40,-,-,-,6.50,5.75,2.75,5.34,6.5,2.75
33000365,8.20,8.75,7.80,-,-,-,8.75,8,6,7.92,8.75,6.0
33000370,4.40,7.25,8.20,-,-,-,8,7.50,4.25,6.6,8.2,4.25
33000369,5.80,6.50,7.80,5.75,8.25,7.50,-,-,-,6.93,8.25,5.75
33000368,6.20,5.25,8.20,-,-,-,8.50,7,4.75,6.65,8.5,4.75
33000371,5.20,6.75,5.20,-,-,-,5.75,5,2.75,5.11,6.75,2.75
33000373,2.80,4,3.20,-,-,-,8,5.50,5.50,4.83,8.0,2.8
33000372,7.40,5.50,7.60,4.25,2.50,6.75,-,-,-,5.67,7.6,2.5
33000374,5.20,7,8.40,6,7.75,7.50,-,-,-,6.98,8.4,5.2
33000378,7.60,6.50,7.40,-,-,-,7.50,7,4,6.67,7.6,4.0
33000376,2.60,4.50,6.80,7.25,6,3,-,-,-,5.02,7.25,2.6
33000375,9.40,7.50,8,6.25,6,8,-,-,-,7.52,9.4,6.0
33000377,4.60,6.25,6.60,-,-,-,8,6.75,3,5.87,8.0,3.0
33000379,6.60,3.75,6.20,5.25,4.50,7,-,-,-,5.55,7.0,3.75
33000380,3.20,8,6.80,4.50,4.75,6.50,-,-,-,5.62,8.0,3.2
33000381,6,7.25,9,8.50,8.75,7.75,-,-,-,7.88,9.0,6.0
33000385,8.40,6.50,7.20,-,-,-,7.75,6.50,4.50,6.81,8.4,4.5
33000383,9.60,8.75,7.40,-,-,-,9,7.75,6.50,8.17,9.6,6.5
33000382,2,4.50,3.80,-,-,-,6.25,6,2.75,4.22,6.25,2.0
33000384,9.20,6.75,8.40,6,5.25,7.25,-,-,-,7.14,9.2,5.25
33000386,6.20,5.75,4.80,-,-,-,7,6.50,3.25,5.58,7.0,3.25
33000387,9.80,8.75,8,-,-,-,9.50,8,7.75,8.63,9.8,7.75
33000388,10,9.25,8.80,-,-,-,8,8.50,5,8.26,10.0,5.0
33000389,6.20,5,4.40,-,-,-,6.25,6,5.25,5.52,6.25,5.25
33000390,9.40,6,8.80,4.75,4.75,8.25,-,-,-,6.99,9.4,4.75
33000391,8.80,5.50,8,-,-,-,8.50,7.25,7.25,7.55,8.8,5.5
33000392,4.60,4,3.80,-,-,-,6.25,4,3.50,4.36,6.25,3.5
33000394,8.40,9.25,8,-,-,-,8.75,7.25,4.25,7.65,9.25,4.25
33000393,7,7.75,8.80,4,8,8,-,-,-,7.26,8.8,4.0
33000395,8,6,7.80,4.50,6.50,5.75,-,-,-,6.42,8.0,4.5
33000396,9.20,6.75,7.60,-,-,-,9.50,7.25,6.50,7.8,9.5,6.5
33000397,4,3.75,3.40,-,-,-,6.25,5,2.25,4.11,6.25,2.25
33000398,4.40,5.08,5.80,-,-,-,6.75,5.50,2.25,4.96,6.75,2.25
33000399,7.60,7.75,8.20,-,-,-,8.50,7.25,4,7.22,8.5,4.0
33000402,4.80,4,7.60,-,-,-,6.50,6.75,2,5.27,7.6,2.0
33000400,6,8,6,-,-,-,6.75,6.50,3,6.04,8.0,3.0
33000401,6.20,6,6.60,-,-,-,7.25,5.25,3.25,5.76,7.25,3.25
33000403,6.40,5,5.60,-,-,-,9.25,6.75,3.25,6.04,9.25,3.25
33000405,4.60,6.75,4.80,-,-,-,8.25,7.75,6.25,6.4,8.25,4.6
33000406,2.80,2.75,3.20,-,-,-,7,2.50,3.50,3.62,7.0,2.5
33000404,7.60,6.50,7.60,-,-,-,9,7.75,5,7.24,9.0,5.0
33000407,6.20,7,7.40,-,-,-,8.50,6.75,2.75,6.43,8.5,2.75
33000408,3,6.75,5.40,-,-,-,7,7,6.25,5.9,7.0,3.0
33000410,7,8.25,6.20,-,-,-,9.25,7.50,5.25,7.24,9.25,5.25
33000411,7.20,5.50,8.80,4,7.75,8.25,-,-,-,6.92,8.8,4.0
33000412,6.40,6.25,7.20,-,-,-,7.25,6.75,3.25,6.18,7.25,3.25
33000413,3.60,6.75,6.80,-,-,-,9,5.50,4.75,6.07,9.0,3.6
33000409,6,4,5.40,-,-,-,8.50,5.75,3.75,5.57,8.5,3.75
33000414,9.80,7.50,8.20,-,-,-,9.25,7.25,4.75,7.79,9.8,4.75
33000415,2.60,4.50,4,-,-,-,6.75,7.75,4,4.93,7.75,2.6
33000416,8.80,7,7.60,6.50,4.75,7,-,-,-,6.94,8.8,4.75
33000418,2.60,5.75,4.60,-,-,-,6.75,5,3.25,4.66,6.75,2.6
33000420,4.20,6,6.40,-,-,-,8.25,6.50,3.50,5.81,8.25,3.5
33000417,2.40,6.75,7,-,-,-,8.25,7,5.50,6.15,8.25,2.4
33000419,9.20,8,8,-,-,-,8.50,6.75,3.50,7.33,9.2,3.5
33000421,2.20,6.50,4.80,-,-,-,6.75,5.50,3.50,4.88,6.75,2.2
33000423,3.20,7,7,-,-,-,8.50,5.50,4.25,5.91,8.5,3.2
33000422,7.60,8.25,8.60,9.25,8.25,7,-,-,-,8.16,9.25,7.0
33000424,8,8.25,7.20,-,-,-,8.50,6.75,4.25,7.16,8.5,4.25
33000425,3.60,5.75,7.60,-,-,-,8.75,7.50,4.25,6.24,8.75,3.6
33000426,2.80,6,6.20,-,-,-,8.25,7,2.75,5.5,8.25,2.75
33000427,6.60,9,7.40,-,-,-,9.25,9.75,9.25,8.54,9.75,6.6
33000428,7.40,3.75,7.60,3.75,4.75,7.25,-,-,-,5.75,7.6,3.75
33000431,4.40,4.25,5.80,-,-,-,9,6.50,3.75,5.62,9.0,3.75
33000429,3,3.50,3.40,-,-,-,8,3.75,2,3.94,8.0,2.0
33000432,8.40,7.75,7,-,-,-,9.50,8,4.25,7.48,9.5,4.25
33000430,2.80,4.25,8,5.75,5,7.50,-,-,-,5.55,8.0,2.8
33000433,5,5.25,4,-,-,-,4.75,5.75,3,4.62,5.75,3.0
33000434,7,6.50,7.80,-,-,-,9,6.25,5.25,6.97,9.0,5.25
33000435,5.80,5.92,6.20,-,-,-,6.50,6.50,5.25,6.03,6.5,5.25
33000437,6,7.75,7.60,-,-,-,8.50,6.75,5.50,7.02,8.5,5.5
33000436,3.80,7,6.40,-,-,-,9.75,8.25,8.25,7.24,9.75,3.8
33000438,8.20,8.25,7.80,-,-,-,8.25,8.50,4.50,7.58,8.5,4.5
33000439,4.80,5.75,5.60,-,-,-,7.25,6.50,4.75,5.77,7.25,4.75
33000441,4,6.50,7.60,-,-,-,9,6,5.25,6.39,9.0,4.0
33000440,4.60,5,7,-,-,-,9.50,7.25,6.75,6.68,9.5,4.6
33000442,3.60,6.75,6.80,-,-,-,8.25,6.25,2.25,5.65,8.25,2.25
33000446,3.40,3.75,6,-,-,-,6.50,5,4,4.77,6.5,3.4
33000443,4.60,6.75,4.80,-,-,-,5.50,5.50,3.50,5.11,6.75,3.5
33000444,6.40,6.50,5.80,-,-,-,7,6.75,6,6.41,7.0,6.0
33000445,3.60,5.75,7.40,-,-,-,6.75,6.25,3.75,5.58,7.4,3.6
33000447,2.40,3.25,5,-,-,-,7,6,2.75,4.4,7.0,2.4
33000448,5.20,7,8,5.50,6.50,7,-,-,-,6.53,8.0,5.2
33000449,3.20,5.75,6.60,-,-,-,8.50,5.75,4.25,5.67,8.5,3.2
33000452,6.80,6,7.20,-,-,-,6,6,3.50,5.92,7.2,3.5
33000450,8.80,5.75,8,5.25,4.50,8.50,-,-,-,6.8,8.8,4.5
33000451,4.60,6.25,6.60,5.25,5,7,-,-,-,5.78,7.0,4.6
33000454,5.20,6.25,5.20,-,-,-,7,6.25,3.50,5.57,7.0,3.5
33000455,4.80,7.25,6,-,-,-,6.75,6.50,3,5.72,7.25,3.0
33000453,7,8.25,8.60,-,-,-,9,6.75,6.75,7.73,9.0,6.75
33000456,4.60,5.75,7.80,-,-,-,7.50,7.25,3.25,6.02,7.8,3.25
33000458,4.40,5.67,5,-,-,-,7,6,3.50,5.26,7.0,3.5
33000457,9.80,8.50,8,-,-,-,9.50,7.50,7.25,8.42,9.8,7.25
33000461,9.20,8.25,7.40,-,-,-,8.50,7.50,6,7.81,9.2,6.0
33000459,8.40,8.25,8.60,-,-,-,9.25,8.50,8.25,8.54,9.25,8.25
33000460,5.20,6,8,7.50,8,3.50,-,-,-,6.37,8.0,3.5
33000462,7.80,5,7.40,-,-,-,7.75,8,3.50,6.58,8.0,3.5
33000463,2.40,5.33,3.60,-,-,-,6.50,6.75,2.50,4.51,6.75,2.4
33000464,2.60,7.25,4.40,-,-,-,5.25,5.25,2.75,4.58,7.25,2.6
33000466,2.60,5.25,2.40,-,-,-,7,4.75,2.75,4.12,7.0,2.6
33000465,8,8.75,7,-,-,-,9.50,7.75,5.50,7.75,9.5,5.5
33000467,4.40,7.25,5.20,-,-,-,9.50,7.25,3.75,6.23,9.5,3.75
33000469,2.40,1.50,3.40,-,-,-,5,5,2.50,3.3,5.0,1.5
33000468,9.20,8.50,8.40,-,-,-,8.75,8.50,6.75,8.35,9.2,6.75
33000471,2.40,5,4,-,-,-,8.75,6.25,2.75,4.86,8.75,2.4
33000470,1.40,3.50,5.40,-,-,-,8.25,5.25,4,4.63,8.25,1.4
33000472,2.60,6.50,3.20,-,-,-,8,6.75,5.50,5.42,8.0,2.6
33000474,7.60,8,7.80,4.50,4.25,5.50,-,-,-,6.27,8.0,4.25
33000475,2.60,7.75,6,-,-,-,8.25,7.25,7.25,6.52,8.25,2.6
33000473,4.20,3.75,4.60,-,-,-,8.75,5.75,1.75,4.8,8.75,1.75
33000476,2.80,3.50,2.60,-,-,-,6.75,4.75,4.50,4.15,6.75,2.8
33000477,5.60,5.25,6.20,-,-,-,8,7.25,3.50,5.97,8.0,3.5
33000479,2.20,4.75,2.60,-,-,-,2.50,6.50,3,3.59,6.5,2.2
33000480,3.40,4,4.80,-,-,-,8,6.50,3.75,5.08,8.0,3.4
33000478,3.80,4,8.40,6,7.50,8.25,-,-,-,6.33,8.4,3.8
33000481,5.80,6.50,7.20,5.75,6.75,7.50,-,-,-,6.58,7.5,5.75
33000483,6.80,4.08,4.80,-,-,-,7,5.25,4.50,5.41,7.0,4.08
33000482,9,6.50,9.20,8.50,9,8.75,-,-,-,8.49,9.2,6.5
33000484,7.60,7.25,8.20,6.25,7.50,6,-,-,-,7.13,8.2,6.0
33000485,3.80,5,4,-,-,-,6.50,5.50,3,4.63,6.5,3.0
33000486,8.60,7.25,7.20,-,-,-,7.25,7,2.75,6.67,8.6,2.75
33000487,8.20,3.50,8,4.25,6,8.50,-,-,-,6.41,8.5,3.5
33000490,3.40,5,5,-,-,-,6.75,7,4.50,5.27,7.0,3.4
33000489,3.40,5.50,2.60,-,-,-,8.75,6.50,3.25,5.0,8.75,3.25
33000488,4,8.50,7.40,4.50,6.25,7.25,-,-,-,6.32,8.5,4.0
33000491,7,7.75,7.60,-,-,-,9.50,9,7.75,8.1,9.5,7.0
33000493,7.20,8.25,7.60,-,-,-,7.75,7.25,3.75,6.97,8.25,3.75
33000492,3.20,5.50,7.20,-,-,-,9.25,8,4.75,6.32,9.25,3.2
33000494,3,6.25,6.60,-,-,-,6.50,5,5,5.39,6.6,3.0
33000495,5.60,7.25,7.80,-,-,-,8.75,6.25,1.50,6.19,8.75,1.5
33000497,3.60,5.50,3,-,-,-,7.75,3.50,4.75,4.68,7.75,3.5
33000496,6.80,7.75,8,-,-,-,6.75,5.50,3,6.3,8.0,3.0
33000499,9,6.75,8,8.25,8.50,6.25,-,-,-,7.79,9.0,6.25
33000498,3,4,5.80,-,-,-,9.25,7.75,4,5.63,9.25,3.0
33000501,4,6.25,3.80,-,-,-,7.75,6.25,2.75,5.13,7.75,2.75
33000500,5.40,6.25,7.60,-,-,-,9,6,3.25,6.25,9.0,3.25
33000502,8,8.25,8.40,-,-,-,8.75,7.25,3.25,7.32,8.75,3.25
33000503,7.80,8.25,7.20,-,-,-,9.50,6,2,6.79,9.5,2.0
33000507,4.40,4.75,6.80,4,4,3.75,-,-,-,4.62,6.8,3.75
33000504,3,3.75,4.40,-,-,-,7.75,7.50,5,5.23,7.75,3.0
33000505,7.40,6.75,4.80,-,-,-,8,6,2.75,5.95,8.0,2.75
33000506,5.60,5.25,6.40,-,-,-,9,6.75,4.75,6.29,9.0,4.75
33000508,3,6.50,7,-,-,-,9.50,6.75,7.50,6.71,9.5,3.0
33000509,2,5,7,-,-,-,6.25,4.25,3,4.58,7.0,2.0
33000510,4.80,7.50,8.60,-,-,-,8,5,3.25,6.19,8.6,3.25
33000511,5.80,6.75,7.40,-,-,-,8.75,6.25,4.75,6.62,8.75,4.75
33000513,5,6.25,8,8.25,7.50,5.75,-,-,-,6.79,8.25,5.0
33000514,3.40,4.25,5.40,-,-,-,9.50,6.25,3.75,5.42,9.5,3.4
33000512,7,7.75,7,-,-,-,6.50,7,4,6.54,7.75,4.0
33000515,6.80,5,9,6.50,4.50,7.25,-,-,-,6.51,9.0,4.5
33000516,7.60,8.25,6,-,-,-,7.75,6.25,4.50,6.73,8.25,4.5
33000517,4.40,5.25,4.80,-,-,-,6.75,6.25,3.75,5.2,6.75,3.75
33000518,8.60,8,8.40,-,-,-,8.75,8.50,5.25,7.92,8.75,5.25
33000519,6.20,5.75,7,-,-,-,9,7,4.25,6.53,9.0,4.25
33000520,6.20,6.75,7.40,-,-,-,6.75,6.25,3,6.06,7.4,3.0
33000521,7.80,6,7.60,3,6,5.50,-,-,-,5.98,7.8,3.0
33000522,7.20,6.25,8.60,5.50,8.25,8,-,-,-,7.3,8.6,5.5
33000524,2,5.75,2.20,-,-,-,7,6,5.25,4.7,7.0,2.0
33000523,8,7.50,6.80,-,-,-,9,6,6,7.22,9.0,6.0
33000525,4.20,5.50,7.20,-,-,-,9,7,4.25,6.19,9.0,4.2
33000526,3.80,6.50,8.40,4.25,8,8,-,-,-,6.49,8.4,3.8
33000527,2.40,4.75,4.80,-,-,-,8.75,6.25,5.75,5.45,8.75,2.4
33000528,5.60,6.75,8.60,5.50,8.25,6.75,-,-,-,6.91,8.6,5.5
33000529,8.80,6.75,8.60,6.75,6.50,7,-,-,-,7.4,8.8,6.5
33000530,4.80,5.75,5,-,-,-,9.50,7,5.75,6.3,9.5,4.8
33000531,2.60,4.25,4.40,-,-,-,8.25,5.75,2.50,4.62,8.25,2.5
33000532,5,6,8.40,2.75,8.25,8.50,-,-,-,6.48,8.5,2.75
33000534,2.80,6,7.60,-,-,-,9,7,7.75,6.69,9.0,2.8
33000533,4.20,5.50,4.60,-,-,-,7.50,5.50,2.25,4.92,7.5,2.25
33000536,3.40,4.42,5.60,-,-,-,8.75,8,4.25,5.74,8.75,3.4
33000537,5.80,8,5.20,-,-,-,7.75,6.25,2.75,5.96,8.0,2.75
33000535,7.40,5,8,5.25,5.25,6,-,-,-,6.15,8.0,5.0
33000538,9.20,8.50,8,7.25,5.50,7.75,-,-,-,7.7,9.2,5.5
33000539,9.60,8.75,8.80,-,-,-,8.75,7.50,6.50,8.32,9.6,6.5
33000540,4.20,8.25,7.20,-,-,-,8.75,6,3.75,6.36,8.75,3.75
33000541,5.20,5.75,6.60,3.75,6.50,7.75,-,-,-,5.92,7.75,3.75
33000543,4.20,5.25,4.20,-,-,-,9.50,6.25,4,5.57,9.5,4.0
33000542,3.60,8,5.40,-,-,-,9.25,6.50,4.50,6.21,9.25,3.6
33000544,4,8,6.60,-,-,-,6.25,5.25,3.75,5.64,8.0,3.75
33000545,8.40,8,8.40,6.75,7.75,7.25,-,-,-,7.76,8.4,6.75
33000546,4.20,7.25,4.80,-,-,-,7.25,6.75,3.25,5.58,7.25,3.25
33000547,3.20,6.50,6.80,-,-,-,7.50,6.25,1.75,5.33,7.5,1.75
33000548,9.40,8.25,8.60,6.50,5.25,5.25,-,-,-,7.21,9.4,5.25
33000549,8,8.25,7.20,-,-,-,7.50,6,2.75,6.62,8.25,2.75
33000552,8,6,7.80,7.50,8.25,9,-,-,-,7.76,9.0,6.0
33000551,7.60,7.25,7.80,-,-,-,9,7.75,4.25,7.27,9.0,4.25
33000550,4,4.25,4.20,-,-,-,7,4.75,3.50,4.62,7.0,3.5
33000554,6,6.50,5.20,-,-,-,8.25,8,6.50,6.74,8.25,6.0
33000553,3.40,4.50,3.60,-,-,-,6.25,6.75,4.25,4.79,6.75,3.4
33000555,7.20,6,8,4.25,3.50,8,-,-,-,6.16,8.0,3.5
33000556,3.80,5,5,-,-,-,8,7.25,4.25,5.55,8.0,3.8
33000557,4.40,6.25,3.60,-,-,-,7.75,7.25,5.75,5.83,7.75,4.4
33000559,4,7,3.20,-,-,-,7.25,6.75,3.50,5.28,7.25,3.5
33000558,9.20,7.75,7.80,-,-,-,7,6,3,6.79,9.2,3.0
33000561,3,5.75,2.60,-,-,-,6.75,6.75,3.50,4.73,6.75,3.0
33000560,7.40,8.25,8,-,-,-,8.50,7.25,4.50,7.32,8.5,4.5
33000562,6.60,6.50,6.80,-,-,-,8.75,6.25,3.50,6.4,8.75,3.5
33000563,6.40,6.25,8.60,6.75,9.25,4.50,-,-,-,6.96,9.25,4.5
33000564,8,5.50,8,5,5.50,6.75,-,-,-,6.46,8.0,5.0
33000566,6.60,7.75,7,-,-,-,10,9.25,8.25,8.14,10.0,6.6
33000565,3.40,6.25,7.40,5,6.75,8,-,-,-,6.13,8.0,3.4
33000567,5,5.25,8,6,7.50,7.25,-,-,-,6.5,8.0,5.0
33000569,5.20,7,7.60,-,-,-,9.75,8,3.25,6.8,9.75,3.25
33000568,3.40,5.50,5.60,3,5,4.75,-,-,-,4.54,5.6,3.0
33000570,5,5.25,7.40,5.25,6.75,7,-,-,-,6.11,7.4,5.0
33000571,5.60,5.25,5.40,-,-,-,8,6,5,5.88,8.0,5.0
33000572,3.80,5.75,3.20,-,-,-,9.50,7.25,4.50,5.67,9.5,3.8
33000573,6.80,7,7.20,-,-,-,8,7.25,6.50,7.12,8.0,6.5
33000574,9.40,7,8.60,7.50,7.75,8.25,-,-,-,8.08,9.4,7.0
33000575,2.80,5,5.20,-,-,-,8.25,7.25,6,5.75,8.25,2.8
33000576,4.40,7.75,7.60,4.50,6.25,6.25,-,-,-,6.12,7.75,4.4
33000577,7,7,8.20,7.25,8.50,8.50,-,-,-,7.74,8.5,7.0
33000578,3.80,4.50,4,-,-,-,6,6.75,3,4.67,6.75,3.0
33000579,5.60,8.50,8.80,7.25,8,6.50,-,-,-,7.44,8.8,5.6
33000580,4,5.75,7,-,-,-,7.50,5.50,4.75,5.75,7.5,4.0
33000582,3.40,1.75,3.60,-,-,-,6.50,5.25,2.75,3.88,6.5,1.75
33000583,5.20,7,8.20,-,-,-,9.75,8.75,8,7.82,9.75,5.2
33000581,5.40,3,3.60,-,-,-,7,5.75,2.25,4.5,7.0,2.25
33000586,3.20,6.50,6.80,4,6.25,5.75,-,-,-,5.42,6.8,3.2
33000584,7.60,7.25,6.60,-,-,-,9.25,7.50,3.75,6.99,9.25,3.75
33000587,6,6.75,5.80,-,-,-,9.25,7.50,5.75,6.84,9.25,5.75
33000585,3.40,6.25,6.60,-,-,-,7.50,7.25,3.25,5.71,7.5,3.25
33000588,4,3,3,-,-,-,7,4.75,2.50,4.04,7.0,2.5
33000590,3.60,7.25,7.60,5.25,7.25,7.75,-,-,-,6.45,7.75,3.6
33000591,4.60,6.25,7.40,-,-,-,8.50,8.25,6,6.83,8.5,4.6
33000589,3,4.75,6.20,-,-,-,6,4.50,2.25,4.45,6.2,2.25
33000592,4,6.25,7.80,3,6.25,6,-,-,-,5.55,7.8,3.0
33000593,2.80,5.25,7,-,-,-,7,6.50,2.75,5.22,7.0,2.75
33000594,4,5.50,6.20,2.75,3,4.50,-,-,-,4.33,6.2,2.75
33000595,5.20,5,4.20,-,-,-,8,6.25,3.75,5.4,8.0,3.75
33000596,6.40,8.50,7.80,-,-,-,9.50,7.25,7.50,7.83,9.5,6.4
33000597,4.20,6,4,-,-,-,7.75,7.25,2,5.2,7.75,2.0
33000598,7.80,8,8.60,7.50,8,7.75,-,-,-,7.94,8.6,7.5
33000599,4.80,6.50,6.80,-,-,-,9,6.50,5.25,6.48,9.0,4.8
33000601,3.60,5.75,5.40,-,-,-,8.75,6.50,4,5.67,8.75,3.6
33000600,3.20,6.50,3.40,-,-,-,9.25,6.50,2.75,5.27,9.25,2.75
33000603,3.80,7,5.80,-,-,-,9.50,8,5.75,6.64,9.5,3.8
33000602,5,6.75,8,3.50,7.75,6.75,-,-,-,6.29,8.0,3.5
33000604,5.40,7.25,7.20,-,-,-,9.25,7.25,4.50,6.81,9.25,4.5
33000605,2.40,5.25,8.40,5.75,6.75,6.50,-,-,-,5.84,8.4,2.4
33000606,4.40,5.25,3.80,3.75,3.25,3.25,-,-,-,3.95,5.25,3.25
33000608,3.20,5.75,5.60,-,-,-,8.50,6.25,4.75,5.67,8.5,3.2
33000609,4.20,5.75,7.80,6.50,7.50,7.25,-,-,-,6.5,7.8,4.2
33000607,2.80,5.75,7,4.75,7.25,6.50,-,-,-,5.67,7.25,2.8
33000611,3.20,4.25,5.60,-,-,-,8,6.75,4.25,5.34,8.0,3.2
33000612,7.20,5.75,8.60,6.50,5.50,8,-,-,-,6.92,8.6,5.5
33000610,3.20,4.75,5.80,2.50,4.50,3.25,-,-,-,4.0,5.8,2.5
33000613,3.40,4,4,-,-,-,5.75,5.50,3.50,4.36,5.75,3.4
33000614,4.40,6.25,6.80,3.25,5.25,4.50,-,-,-,5.08,6.8,3.25
33000615,2.80,5.50,5.60,-,-,-,9.25,6.75,5.75,5.94,9.25,2.8
33000617,3.40,5,7.40,5.50,5,5.75,-,-,-,5.34,7.4,3.4
33000616,8.60,6.50,8.80,7.75,8.25,8.25,-,-,-,8.03,8.8,6.5
33000618,7.40,7,7.80,-,-,-,8,6.50,4.75,6.91,8.0,4.75
33000620,4.80,6.50,8,6.25,5,6.25,-,-,-,6.13,8.0,4.8
33000619,3.60,3.25,4.40,-,-,-,7.75,6,3.75,4.79,7.75,3.25
33000621,2,3.50,2.60,-,-,-,6,6,3.25,3.89,6.0,2.0
33000622,5,6.25,8.20,5.75,7.25,6.75,-,-,-,6.53,8.2,5.0
33000623,4.20,6,3.20,-,-,-,6.75,6.50,3.25,4.98,6.75,3.25
33000625,5,7.25,6.40,-,-,-,7.50,8,5,6.52,8.0,5.0
33000627,6,6.25,6.20,-,-,-,8,6.25,3.50,6.03,8.0,3.5
33000624,4,7.25,7.80,6.25,8.25,6.50,-,-,-,6.67,8.25,4.0
33000626,8.80,6.50,7.80,7,7.50,6.50,-,-,-,7.35,8.8,6.5
33000629,6.80,7.75,7,4.50,7.25,6.25,-,-,-,6.59,7.75,4.5
33000628,9.20,7.25,8.40,6.50,7.75,7.25,-,-,-,7.73,9.2,6.5
33000630,8,6.75,7.60,-,-,-,9,7,4.75,7.18,9.0,4.75
33000631,5.20,6.75,5.60,-,-,-,6.50,7,5,6.01,7.0,5.0
33000632,9.80,7.50,8.80,6,5.75,6.75,-,-,-,7.43,9.8,5.75
33000634,2.60,4.75,3.80,-,-,-,6,4,3.25,4.07,6.0,2.6
33000635,2.60,6,4.80,-,-,-,7.25,6.50,3.75,5.15,7.25,2.6
33000633,4.80,6.50,7.20,4.75,6.75,5.75,-,-,-,5.96,7.2,4.75
33000636,7.20,7.50,6.20,-,-,-,9.25,8,6.75,7.48,9.25,6.75
33000637,6.60,6,6.40,-,-,-,9.25,6.50,6.25,6.83,9.25,6.0
33000638,3.60,6.25,8,6,5.50,5.25,-,-,-,5.77,8.0,3.6
33000639,9,6.25,7.80,6.50,6.50,8,-,-,-,7.34,9.0,6.25
33000640,2.80,5.50,4,-,-,-,6.50,7.25,2,4.67,7.25,2.0
33000643,4.40,6.25,6.20,6,5.25,4.50,-,-,-,5.43,6.25,4.4
33000641,2,4.25,4,-,-,-,9,7.25,4,5.08,9.0,2.0
33000642,8,6.25,8.40,6.50,6,7.50,-,-,-,7.11,8.4,6.0
33000644,2,5.25,5.20,-,-,-,8,7,1.50,4.83,8.0,1.5
